2D Materials;2D Mater.
Revista de Pedagogia Universitaria y Didactica del Derecho;Rev. Pedagog. Univ. Didact. Derecho
Revista de Pesquisa-Cuidado e Fundamental Online;Rev. Pesqui.-Cuid. Fundam. Online
Revista de Psicodidactica;Rev. Psicodidact.
Revista de Psicologia Clinica con Ninos y Adolescentes;Rev. Psicol. Clin. Ninos Adolesc.
Revista de Psicologia del Deporte;Rev. Psicol. Deporte
Revista de Psicologia PUCP;Rev. Psicol. PUCP
Revista de Psicologia Social;Rev. Psicol. Soc.
Revista de Psicoterapia;Rev. Psicoterapia
Revista de Psiquiatria y Salud Mental;Rev. Psiquiatr. Salud Ment.
Revista de Salud Ambiental;Rev. Salud Ambient.
Revista de Salud Publica-Cordoba;Rev. Salud Publica-Cordoba
REVISTA DE SAUDE PUBLICA;Rev. Saude Publica
Revista de Sociedad Gaditana de Historia Natural;Rev. Soc. Gadit. Hist. Nat.
Revista de Teledeteccion;Rev. Teledetec.
Revista de Transporte y Territorio;Rev. Transp. Territ.
Revista de Urbanismo;Rev. Urban.
Revista del Cuerpo Medico del Hospital Nacional Almanzor Aguinaga Asenjo;Rev. Cuerpo Med. Hosp. Nac. Almanzor Aguinaga Asenjo
Revista Digital de Derecho Administrativo;Rev. Digit. Derecho Adm.
Revista Digital de Iconografia Medieval;Rev. Digit. Iconogr. Mediev.
Revista Digital de Investigacion en Docencia Universitaria-RIDU;Rev. Digit. Invest. Docencia Univ.-RIDU
Revista Digital Lampsakos;Rev. Digit. Lampsakos
Revista Digital Mundo Asia Pacifico;REV. DIG. MUNDO ASIA PAC.
Revista Direito Ambiental e Sociedade;Rev. Direito Ambient. Soc.
Revista Direito GV;Rev. Direito GV
Revista do Curso de Direito do UNIFOR;Rev. Curso Dir. UNIFOR
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO;Rev. Inst. Med. Trop. Sao Paulo
Revista do Servico Publico;Rev. Serv. Publico
Revista e-Mercatoria;Rev. e-Mercatoria
Revista Economia;Rev. Econ.
Revista Economia y Sociedad;Rev. Econ. Soc.
Revista Ecorfan;Rev. Ecorfan
Revista EDaPECI-Educacao a Distancia e Praticas Educativas Comunicacionais e Interculturais;Rev. EDaPECI
Revista Educacao e Linguagens;Rev. Educ. Ling.
Revista Educacion;Rev. Educ.
Revista Educacion en Ingenieria;Rev. Educ. Ing.
Revista Educaonline;Revist. Educ.
Revista Electronica Calidad en la Educacion Superior;Rev. Electron. Calid. Educ. Super.
Revista Electronica Complutense de Investigacion en Educacion Musical-RECIEM;Rev. Electron. Complut. Investig. Educ. Music.-RECIEM
Revista Electronica de Estudios Internacionales;Rev. Electron. Estud. Int.
Revista Electronica de Fuentes y Archivos;Rev. Electron. Fuentes Arch.
Revista Electronica de Investigacion Educativa;Rev. Electron. Invest. Educ.
Revista Electronica de LEEME;Rev. Electron. LEEME
Revista Electronica Interuniversitaria de Formacion del Profesorado;Rev. Electron. Interuniv. Formacion Profr.
Revista Eletronica de Estrategia e Negocios-REEN;Rev. Eletronica Estrateg. Neg.-REEN
Revista Eletronica em Gestao Educacao e Tecnologia Ambiental;Rev. Electron. Gest. Educ. Technol. Ambient.
Revista Eletronica Pesquiseduca;Rev. Electronica Pesqui.
Revista Eletronica Ventilando Acervos;Rev. Electron. Vent. Acervos
Revista Empresa y Humanismo;Rev. Empres. Humanismo
Revista ENIAC Pesquisa;Rev. ENIAC Pesq.
Revista EntreLinguas;Rev. Entrelinguas
Revista Espanola de Anestesiologia y Reanimacion;Rev. Esp. Anestesiol. Reanim.
Revista Espanola de Antropologia Americana;Rev. Esp. Antropol. Am.
REVISTA ESPANOLA DE CARDIOLOGIA;Rev. Esp. Cardiol.
Revista Espanola de Ciencia Politica-RECP;Rev. Esp. Cienc. Polit.-RECP
Revista Espanola de Comunicacion en Salud;Rev. Esp. Comun. Salud
Revista Espanola de Derecho Constitucional;Rev. Esp. Derecho Const.
Revista Espanola de Discapacidad-REDIS;Rev. Esp. Discapac.-REDIS
Revista Espanola de Documentacion Cientifica;Rev. Esp. Doc. Cient.
Revista Espanola de Educacion Comparada;Rev. Esp. Educ. Comp.
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS;Rev. Esp. Enferm. Dig.
Revista Espanola de Estudios Agrosociales y Pesqueros-REEAP;Rev. Esp. Estud. Agrosoc. Pesq.-REEAP
Revista Espanola de Investigaciones Sociologicas;Rev. Esp. Investig. Sociol.
Revista Espanola de Linguistica Aplicada;Rev. Esp. Linguist. Apl.
Revista Espanola de Medicina Nuclear e Imagen Molecular;Rev. Esp. Med. Nucl. Imagen Mol.
Revista Espanola de Nutricion Humana y Dietetica;Rev. Esp. Nutr. Hum. Diet.
Revista Espanola de Orientacion y Psicopedagogia;Rev. Esp. Orientac. Psicopedag.
Revista Espanola de Pedagogia;Rev. Esp. Pedagog.
Revista Espanola de Quimioterapia;Rev. Esp. Quim.
Revista Espanola de Salud Publica;Rev. Esp. Salud Publica
Revista Espanola de Sociologia;Rev. Esp. Sociol.
Revista Estudios Hemisfericos y Polares;Rev. Estud. Hemisfericos Polares
Revista Estudios Socio-Juridicos;Rev. Estud. Socio-Jurid.
Revista Estudos Institucionais-Journal of Institutional Studies;Rev. Estud. Inst.
Revista Estudos Politicos;Rev. Estud. Polit.
Revista Eureka sobre Ensenanza y Divulgacion de las Ciencias;Rev. Eureka Ensen. Divulg. Cienc.
Revista Evidenciacao Contabil & Financas;Rev. Evidenciacao Contab. Financ.
Revista Facultad de Ingenieria, Universidad Pedagogica y Tecnologica de Colombia;Rev. Fac. Ing. Univ. Pedagog. Tecnol. Colmb.
Revista Facultad de Ingenieria-Universidad de Antioquia;Rev. Fac. Ing.-Univ. Antioquia
Revista Finanzas y Politica Economica;Rev. Finanzas Politica Econ.
Revista Fitotecnia Mexicana;Rev. Fitotec. Mex.
Revista Forestal Mesoamerica Kuru-RFMK;Rev. For. Mesoam. Kuru-RFMK
Revista Formacao Online;Rev. For. Online
Revista Fuentes;Rev. Fuentes
Revista Gedecon Revista Gestao e Desenvolvimento em Contexto;Rev. Gedecon Rev. Gest. Desenvolv. Contexto
Revista GEINTEC-Gestao Inovacao e Tecnologias;Rev. GEINTEC
Revista General de Derecho Administrativo;Rev. Gen. Derecho Adm.
Revista General de Derecho Canonico y Derecho Eclesiastico del Estado;Rev. Gen. Derecho Canonico Derecho Ecles. Estado
Revista General de Derecho Constitucional;Rev. Gen. Derecho Const.
Revista General de Derecho Europeo;Rev. Gen. Derecho Europeo
Revista General de Derecho Penal;Rev. Gen. Derecho Penal
Revista General de Derecho Procesal;Rev. Gen. Derecho Procesal
Revista General de Derecho Publico Comparado;Rev. Gen. Derecho Publico Comp.
Revista General de Derecho Romano;Rev. Gen. Derecho Romano
Revista General de Informacion y Documentacion;Rev. Gen. Inf. Doc.
Revista General del Derecho del Trabajo y de la Seguridad Social;Rev. Gen. Derecho Trab. Segur. Soc.
Revista Genero & Direito;Rev. Genero Direito
Revista Geoaraguaia;Rev. Geoaraguaia
Revista Geografica de America Central;Rev. Geogr. Am. Cent.
Revista Geografica Venezolana;Rev. Geogr. Venez.
Revista Gestao & Tecnologia-Journal of Management and Technology;Rev. Gest. Tecnol.
Revista Gestao Organizacional;Rev. Gest. Organ.
Revista Gestion de las Personas y Tecnologia;Rev. Gest. Personas Tecnol.
Revista Habitat Sustentable;Rev. Habitat Sustentable
Revista Hispanica Moderna;Rev. Hispan. Mod.
Revista Hispanoamericana de Hernia;Rev. Hispanoam. Hernia
Revista Historia Autonoma;Rev. Hist. Auton.
Revista Historia-Debates e Tendencias;Rev. Hist.-Debates Tend.
Revista Humanidades;R. Humanidad.
Revista Ibero-Americana de Ciencia da Informacao;Rev. Ibero-Am. Cienc. Inf.
Revista Ibero-Americana de Estudos em Educacao;Rev. Ibero-Am. Estud. Educ.
REVISTA IBEROAMERICANA;Rev. Imberoam.
Revista Iberoamericana de Automatica e Informatica Industrial;Rev. Iberoam. Autom. Inform. Ind.
Revista Iberoamericana de Ciencias de la Actividad Fisica y el Deporte;Rev. Iberoam. Cienc. Act. Fis. Deport.
Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica;Rev. Iberoam. Diagn. Eval.-Aval. P.
Revista Iberoamericana de Educacion;Rev. Iberoam. Educ.
Revista Iberoamericana de Estudios Municipales;Rev. Iberoam. Estud. Munic.
REVISTA IBEROAMERICANA DE MICOLOGIA;Rev. Iberoam. Micol.
Revista Iberoamericana de Psicologia del Ejercicio y el Deporte;Rev. Iberoam. Psicol. Ejerc. Deporte
Revista Iberoamericana de Psicologia y Salud;Rev. Iberoam. Psicol. Salud
Revista Icono 14-Revista Cientifica de Comunicacion y Tecnologias;Rev. Icono 14
Revista Ingenieria de Construccion;Rev. Ing. Constr.
Revista Innovaciencia;Rev. Innovaciencia
Revista Internacional de Andrologia;Rev. Int. Androl.
Revista Internacional de Ciencias Podologicas;Rev. Int. Cienc. Podol.
Revista Internacional de Comunicacion y Desarrollo;Rev. Int. Comun. Desarr.
Revista Internacional de Contaminacion Ambiental;Rev. Int. Contam. Ambient.
Revista Internacional de Educacion Musical;Rev. Int. Educ. Musical
Revista Internacional de Educacion para la Justicia Social;Rev. Int. Educ. Justicia Soc.
Revista Internacional de Estudios Migratorios;Rev. Int. Estud. Migr.
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte;Rev. Int. Med. Cienc. Act. Fis. Dep.
Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria;Rev. Int. Metod. Numer. Calc. Dise.
Revista Internacional de Organizaciones;Rev. Int. Organiz.
Revista Internacional de Pensamiento Politico;Rev. Int. Pensam. Polit.
Revista Internacional de Relaciones Publicas;Rev. Int. Relac. Publicas
Revista Internacional de Sociologia;Rev. Int. Sociol.
Revista Interuniversitaria de Formacion del Profesorado-RIFOP;Rev. Interuniv. Form. Profr.-RIFOP
Revista Investigaciones Altoandinas-Journal of High Andean Research;Rev. Investig. Altoandins
Revista INVI;Rev. INVI
Revista Iteckne;Rev. Iteckne
Revista Jesus Historico e sua Recepcao;Rev. Jesus Hist. Recepcao
Revista Juridica de Castilla y Leon;Rev. Jurd. Castilla Leon
Revista Kanina;REV. KANINA
Revista La Propiedad Inmaterial;Rev. Prop. Inmater.
Revista Latina de Comunicacion Social;Rev. Lat. Comun. Soc.
Revista Latino-Americana de Enfermagem;Rev. Latino-Am. Enfermagem
Revista Latinoamericana de Derecho Social;Rev. Latinoam. Derecho Soc.
Revista Latinoamericana de Estudios de Familia;Rev. Latinoam. Estud. Fam.
Revista Latinoamericana de Estudios sobre Cuerpos Emociones y Sociedad;Rev. Latinoam. Estud. Cuerpos Emoc. Soc.
Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME;Rev. Latinoam. Investig. Mat. Educ.
Revista Latinoamericana de la Papa;Rev. Latinoam. Papa
Revista Latinoamericana de Metodologia de la Investigacion Social;Rev. Latinoam. Metodol. Investig. Soc.
Revista Latinoamericana de Metodologia de las Ciencias Sociales;Rev. Latinoam. Metodol. Cienc. Soc.
Revista Latinoamericana de Poblacion;Rev. Latinoam. Poblac.
REVISTA LATINOAMERICANA DE PSICOLOGIA;Rev. Latinoam. Psicol.
Revista Latinoamericana de Tecnologia Educativa-RELATEC;Rev. Latinoam. Tecnol. Educ.-RELATEC
Revista Letras;Rev. Letras
Revista Mad-Revista del Magister en Analisis Sistemico Aplicado a la Sociedad;Rev. Mad
Revista Matematica Complutense;Rev. Mat. Complut.
REVISTA MATEMATICA IBEROAMERICANA;Rev. Mat. Iberoam.
Revista Mediacao;Rev. Mediac.
REVISTA MEDICA DE CHILE;Rev. Medica Chile
Revista Medica de Rosario;Rev. Med. Rosario
Revista Medica del Uruguay;Rev. Med. Urug.
Revista Mediterranea Comunicacion-Journal of Communication;Rev. Mediterr. Comun.
Revista Mexicana de Analisis Politico y Administracion Publica;Rev. Mex. Anal. Politico Publica
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA;Rev. Mex. Astron. Astrofis.
Revista Mexicana de Biodiversidad;Rev. Mex. Biodivers.
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS;Rev. Mex. Cienc. Geol.
Revista Mexicana de Ciencias Pecuarias;Rev. Mex. Cienc. Pecu.
Revista Mexicana de Ciencias Politicas y Sociales;Rev. Mex. Cienc. Polit. Soc.
REVISTA MEXICANA DE FISICA;Rev. Mex. Fis.
Revista Mexicana de Ingenieria Quimica;Rev. Mex. Ing. Quim.
Revista Mexicana de Neurociencia;Rev. Mex. Neurocienc.
REVISTA MEXICANA DE PSICOLOGIA;Rev. Mex. Psicol.
Revista Musical Chilena;Rev. Music. Chil.
Revista MVZ Cordoba;Rev. MVZ Cordoba
Revista Notas Historicas y Geograficas;Rev. Notas Hist. Geogr.
Revista Numismatica Hecate;Rev. Numis. Hecate
Revista Olhres;REV. OLHARES
Revista on Line de Politica e Gestao Educacional;Rev. Line Polit. Gest.
Revista ORL;REV. ORL
REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH;Rev. Panam. Salud Publica
Revista Pegada;Rev. Pegada
Revista Pensamiento Americano;REV. PENSAM. AM.
Revista Perseitas;Rev. Perseitas
Revista Perspectiva Empresarial;Rev. Perspect. Empersarial
Revista Peruana de Ginecologia y Obstetricia;Rev. Peru. Ginecol. Obstet.
Revista Peruana de Investigacion Educativa;Rev. Peru. Investig. Educ.
Revista Pistis & Praxis-Teologia e Pastoral;Rev. Pistas Prax.-Teol. Pastor.
Revista Portuguesa de Cardiologia;Rev. Port. Cardiol.
Revista Portuguesa de Endocrinologia Diabetes e Metabolismo;REV. PORT. ENDOCRINOL. DIABETES METAB.
Revista Portuguesa de Estomatologia Medicina Dentaria e Cirurgia Maxilofacial;REV. PORT. ESTOMATOL. MED. DENT. CIR. MAXILOFAC.
Revista Portuguesa de Historia;Rev. Port. Hist.
Revista Portuguesa de Investigacao Comportamental e Social;Rev. Port. Investig. Comport. Soc.
Revista Pos Ciencias Sociais;Rev. Pos Cienc. Soc.
Revista Praxis Educacional;Rev. Prax. Educ.
Revista Publicaciones;Rev. Publ.
Revista Ra Ximhai;Rev. Ra Ximhai
REVISTA REPUBLICANA;Rev. Repub.
Revista Rol de Enfermeria;Rev. Rol Enferm.
Revista Romana de Materiale-Romanian Journal of Materials;Rev. Rom. Mat.
Revista Romana de Medicina de Laborator;Rev. Romana Med. Lab.
Revista Romana de Medicina Veterinara;Rev. Romana Med. Vet.
Revista Romaneasca Pentru Educatie Multidimensionala;Rev. Romaneasca Pentru Educ. Multidimens.
Revista Rupturas;Rev. Rupturas
Revista San Gregorio;Rev. San Gregorio
Revista Signos;Rev. Signos
Revista sobre la Infancia y la Adolescencia;Rev. Infanc. Adolesc.
Revista Sonda-Investigacion y Docencia en Artes y Letras;Rev.  Sonda-Investig. Docencia Artes Let.
Revista Tecnologia e Sociedade;REV. TECNOL. SOC.
Revista Tefros;Rev. Tefros
Revista Tempos e Espacos Educacao;Rev. Tempos Espacos Educ.
Revista UNISCI;Rev. UNISCI
Revista Univap;Rev. Univap
Revista Universidad Empresa;Rev. Univ. Empres.
Revista Universidad y Sociedad;Rev. Univ. Soc.
Revista Universitaria de Historia Militar;Rev. Univ. Hist. Mil.
Revista Uruguaya de Historia Economica;Rev. Urg. Hist. Econ.
Revista Virtual de Estudos da Linguagem-ReVEL;Rev. Virtual Estud. Ling.-ReVEL
Revista Virtual de Quimica;Rev. Virtual Quim.
Revista Virtual Universidad Catolica del Norte;Rev. Virtual Univ. Catol. Norte
Revista Vortex-Vortex Music Journal;Rev. Vortex
REVMAR-Revista Ciencias Marinas y Costeras;REVMAR-Rev. Cienc. Mar. Costeras
Revolutionary Russia;Revolut. Russ.
REVSTAT-Statistical Journal;REVSTAT-Stat. J.
Revue Archeologique du Centre de la France;Rev. Archeol. Cent. Fr.
REVUE BELGE DE PHILOLOGIE ET D HISTOIRE;Rev. Belg. Philol. Hist.
REVUE BIBLIQUE;Rev. Biblique
Revue Cirkevniho Prava-Church Law Review;Rev. Cirkev. Prava.
Revue d Anthropologie des Connaissances;Rev. Anthropol. Connaiss.
REVUE D ECONOMIE POLITIQUE;Rev. Econ. Polit.
Revue d Economie Regionale et Urbaine;Rev. Econ. Reg. Urbaine
REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE;Rev. Epidemiol. Sante Publique
REVUE D ETUDES COMPARATIVES EST-OUEST;Rev. Etud. Comp. Est-Ouest
Revue d Etudes Tibetaines;Rev. Etudes Tibet.
Revue d Histoire des Mathematiques;Rev. Hist. Math.
Revue d Histoire des Sciences;Rev. Hist. Sci.
REVUE D HISTOIRE DU THEATRE;Rev. Hist. Theatr.
REVUE D HISTOIRE ECCLESIASTIQUE;Rev. Hist. Eccles.
REVUE D HISTOIRE LITTERAIRE DE LA FRANCE;Rev. Hist. Litt. Fr.
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE;Rev. Hist. Mod. Contemp.
Revue de Geographie Alpine-Journal of Alpine Research;Rev. Geogr. Alp.
REVUE DE L ART;Rev. Art
REVUE DE L HISTOIRE DES RELIGIONS;Rev. Hist. Relig.
Revue de l IRES;Rev. IRES
REVUE DE LINGUISTIQUE ROMANE;Rev. Linguist. Rom.
REVUE DE MEDECINE INTERNE;Rev. Med. Interne
REVUE DE MEDECINE VETERINAIRE;Rev. Med. Vet.
REVUE DE METAPHYSIQUE ET DE MORALE;Rev. Metaphys. Morale
REVUE DE MICROPALEONTOLOGIE;Rev. Micropaleontol.
REVUE DE MUSICOLOGIE;Rev. Music.
Revue de Synthese;Rev. Synth.
Revue des Composites et des Materiaux Avances-Journal of Composite and Advanced Materials;Rev. Compos. Mater. Av.
REVUE DES ETUDES JUIVES;Rev. Etud. Juives
REVUE DES LANGUES ROMANES;Rev. Lang. Romanes
REVUE DES MALADIES RESPIRATOIRES;Rev. Mal. Respir.
Revue des Mondes Musulmans et de la Mediterranee;Rev. Mondes Musulmans Mediterr.
REVUE DES MUSEES DE FRANCE-REVUE DU LOUVRE;Rev. Mus. Fr.-Rev. Louvre
Revue des Sciences de l Education;Rev. Sci. Educ.
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES;Rev. Louvre.-Rev. Mus. Fr.
REVUE DU NORD;Rev. Nord.
REVUE ECONOMIQUE;Rev. Econ.
Revue Europeenne des Sciences Sociales;Rev. Eur. Sci. Soc.
Revue Francaise d Allergologie;Rev. Fr. Allergol.
REVUE FRANCAISE D ETUDES AMERICAINES;Rev. Fr. Etud. Am.
Revue Francaise de Linguistique Appliquee;Rev. Fr. Ling. Appl.
REVUE FRANCAISE DE SOCIOLOGIE;Rev. Fr. Sociol.
Revue General de Droit;Rev. Gen. Droit
REVUE HISTORIQUE;Rev. Hist.
Revue Internationale de Geomatique;Rev. Int. Geomat.
REVUE INTERNATIONALE DE PHILOSOPHIE;Rev. Int. Philos.
Revue Internationale PME;Rev. Int. PME
Revue Interventions Economiques-Papers in Political Economy;Rev. Interv. Econ.
Revue Italienne d'Etudes Francaises;Rev. Ital. Etudes Fr.
Revue LISA-LISA E-Journal;Rev. LISA-LISA E-J.
REVUE NEUROLOGIQUE;Rev. Neurol.
REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L ETRANGER;Rev. Philos. Fr. Etrang.
REVUE PHILOSOPHIQUE DE LOUVAIN;Rev. Philos. Louvain
REVUE ROMANE;Rev. Rom.
REVUE ROUMAINE DE CHIMIE;Rev. Roum. Chim.
Revue Roumaine de Linguistique-Romanian Review of Linguistics;Rev. Roum. Linguist.
REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES;Rev. Roum. Math. Pures Appl.
Revue Roumaine de Philosophie;Rev. Roum. Philos.
Revue Roumaine des Sciences Techniques-Serie Electrotechnique et Energetique;Rev. Roum. Sci. Tech.-Ser. Electro.
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES;Rev. Sci. Tech. Off. Int. Epizoot.
REVUE SUISSE DE ZOOLOGIE;Rev. Suisse Zool.
REVUE THEOLOGIQUE DE LOUVAIN;Rev. Theol. Louvain
RHEOLOGICA ACTA;Rheol. Acta
Rhetoric & Public Affairs;Rhetor. Public Aff.
Rhetoric Review;Rhetor. Rev.
Rhetoric Society Quarterly;Rhetor. Soc. Q.
RHETORICA-A JOURNAL OF THE HISTORY OF RHETORIC;Rhetorica-J. Hist. Rhetor.
RHEUMATIC DISEASE CLINICS OF NORTH AMERICA;Rheum. Dis. Clin. North Am.
RHEUMATOLOGY;RHEUMATOLOGY
Rheumatology Advances in Practice;Rheumatol. Adv. Pract.
Rheumatology and Therapy;Rheumatol. Ther.
RHEUMATOLOGY INTERNATIONAL;Rheumatol. Int.
RHINOLOGY;Rhinology
Rhizomata-A Journal for Ancient Philosophy and Science;Rhizomata
Rhizosphere;Rhizosphere
RHODORA;Rhodora
Rhythmica-Revista Espanola de Metrica Comparada;Rhythmica
Ri Vista-Ricerche per la Progettazione del Paesaggio;Ri Vista
RIBAGUA-Revista Iberoamericana del Agua;RIBAGUA-Rev. Iberoam. Agua
Rice;Rice
Rice Science;Rice Sci.
RICERCHE DI MATEMATICA;Ric. Mat.
Ricerche di Psicologia;Ric. Psicol.
Ricerche di S-Confine;Ric. S-Confin.
RICERCHE DI STORIA DELL ARTE;Ric. Stor. Arte
Ricerche di Storia Politica;Ric. Stor. Politica
RICYDE-Revista Internacional de Ciencias del Deporte;RICYDE-Rev. Int. Cienc. Deport.
RIDE-The Journal of Applied Theatre and Performance;RIDE-J. Appl. Theatre Perform.
RIE-Revista de Investigacion Educativa;RIE-Rev. Investig. Educ.
RIED-Revista Iberoamericana de Educacion a Distancia;RIED-Rev. Iberoam. Educ. Distancia
RIHA Journal;RIHA J.
Rijksmuseum Bulletin;Rijksmus. Bull.
RILCE-Revista de Filologia Hispanica;RILCE-Rev. Filol. Hisp.
RINASCIMENTO;Rinascimento
Riset Geologi dan Pertambangan;Ris. Geol. Pertamb.
RISK ANALYSIS;Risk Anal.
Risk Hazards & Crisis in Public Policy;Risk Hazards Crisis Public Policy
Risk Management and Healthcare Policy;RISK MANAG. HEALTHC. POLICY
Risk Management-An International Journal;Risk Manag.
Risks;Risks
RISUS-Journal on Innovation and Sustainability;RISUS
Rita-Revista Indexada de Textos Academicos;Rita-Rev. Indexada Textos Acad.
RIVAR-Revista Iberoamericana de Viticultura Agroindustria y Ruralidad;RIVAR-Rev. Iberoam. Vitic. Agroind. Rural.
RIVER RESEARCH AND APPLICATIONS;River Res. Appl.
Rivista d Arte;Riv. Arte
RIVISTA DEL NUOVO CIMENTO;Riv. Nuovo Cimento
Rivista di Estetica;Riv. Estet.
Rivista di Filologia e di Istruzione Classica;Riv. Filol. Istr. Class.
Rivista di Filosofia;Riv. Filos.
Rivista di Filosofia del Diritto-Journal of Legal Philosophy;Riv. Filos. Dirit.
RIVISTA DI FILOSOFIA NEO-SCOLASTICA;Riv. Filos. Neo-Scolast.
RIVISTA DI LETTERATURA ITALIANA;Riv. Lett. Ital.
RIVISTA DI LETTERATURE MODERNE E COMPARATE;Riv. Lett. Mod. Comp.
Rivista di Psichiatria;Riv. Psichiatr.
Rivista di Psicolinguistica Applicata-Journal of Applied Psycholinguistics;Riv. Psicolinguistics Appl.
